"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position";"Position Group";"Minutes";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90"
"Danilo Cataldi";"D. Cataldi";"2285";"1994-08-06";"Lazio";"133";"ITA - Serie A";"5";"2025/2026";"129";"DM";"Midfield";"86.93";"16";"0";"11233.25";"129.22";"2150.69";"591.19";"47.0";"84.06";"5.69";"675.25";"52.69";"26.3";"27.34";"102.06";"3.25";"85.88";"11.31";"2.12";"0.67";"0.69";"0.19";"1.6";"null";"44.19";"2.08";"2.65";"11629.38";"129.22";"2226.53";"612.03";"48.66";"87.03";"5.89";"699.06";"54.55";"105.66";"3.36";"88.9";"11.71";"2.2";"0.19";"45.75"
"Danny  Vieira da Costa";"D. da Costa";"2303";"1993-07-13";"1. FSV Mainz 05";"120";"GER - Bundesliga";"6";"2025/2026";"129";"RCB";"Central Defender";"100.68";"14";"0";"10774.64";"107.02";"1380.29";"476.93";"45.0";"179.0";"9.29";"655.93";"54.29";"29.48";"30.76";"109.29";"4.64";"92.86";"12.64";"3.43";"0.74";"0.76";"1.5";"1.33";"1.48";"26.64";"1.99";"2.8";"9632.05";"107.02";"1233.91";"426.35";"40.23";"160.02";"8.3";"586.37";"48.53";"97.7";"4.15";"83.01";"11.3";"3.06";"1.34";"23.82"
"Daniel Nii Tackie Mensah Welbeck";"D. Welbeck";"2325";"1990-11-26";"Brighton and Hove Albion";"308";"ENG - Premier League";"1";"2025/2026";"129";"CF";"Center Forward";"86.76";"15";"0";"9179.0";"105.8";"1306.6";"606.93";"58.27";"171.13";"10.53";"778.07";"68.8";"27.83";"28.8";"110.8";"7.87";"89.93";"19.2";"5.8";"0.7";"0.82";"1.47";"1.45";"1.6";"34.27";"1.86";"2.72";"9521.66";"105.8";"1355.38";"629.59";"60.44";"177.52";"10.93";"807.11";"71.37";"114.94";"8.16";"93.29";"19.92";"6.02";"1.52";"35.55"
"Darnell Furlong";"D. Furlong";"2365";"1995-10-31";"Ipswich Town";"752";"ENG - Championship";"31";"2025/2026";"129";"RB";"Full Back";"95.54";"23";"0";"10560.0";"110.52";"1556.78";"597.91";"58.48";"224.13";"12.0";"822.04";"70.48";"29.15";"31.18";"112.0";"7.35";"92.91";"13.74";"5.35";"0.62";"0.69";"1.35";"1.34";"1.57";"36.83";"1.8";"2.59";"9947.23";"110.52";"1466.45";"563.22";"55.08";"211.12";"11.3";"774.34";"66.39";"105.5";"6.92";"87.52";"12.94";"5.04";"1.27";"34.69"
"David Costas Cordal";"David Costas";"2413";"1995-03-26";"Real Oviedo";"776";"ESP - LaLiga";"4";"2025/2026";"129";"RCB";"Central Defender";"97.95";"16";"0";"10122.31";"103.34";"1351.69";"426.62";"40.44";"135.56";"7.31";"562.19";"47.75";"29.04";"30.62";"116.69";"5.62";"93.69";"14.56";"3.69";"0.69";"0.71";"1.0";"1.42";"1.43";"31.56";"1.94";"2.63";"9300.75";"103.34";"1241.98";"392.0";"37.16";"124.56";"6.72";"516.56";"43.87";"107.22";"5.17";"86.08";"13.38";"3.39";"0.92";"29.0"
"Davide Zappacosta";"D. Zappacosta";"2541";"1992-06-11";"Atalanta";"130";"ITA - Serie A";"5";"2025/2026";"129";"RWB";"Full Back";"93.74";"12";"0";"10926.33";"116.55";"1601.25";"696.83";"65.92";"298.67";"14.33";"995.5";"80.25";"30.27";"31.34";"110.58";"10.0";"96.75";"17.92";"7.75";"0.64";"0.69";"3.08";"1.23";"1.47";"35.17";"2.01";"2.67";"10489.9";"116.55";"1537.29";"669.0";"63.28";"286.74";"13.76";"955.74";"77.04";"106.17";"9.6";"92.89";"17.2";"7.44";"2.96";"33.76"
"Demarai Gray";"D. Gray";"2600";"1996-06-28";"Birmingham City";"51";"ENG - Championship";"31";"2025/2026";"129";"LW";"Wide Attacker";"85.12";"16";"0";"8963.81";"105.31";"1165.38";"517.62";"54.31";"214.25";"11.75";"731.88";"66.06";"30.31";"31.66";"96.88";"9.62";"77.69";"19.06";"6.88";"0.57";"0.59";"2.25";"1.12";"1.34";"37.31";"2.02";"2.58";"9478.2";"105.31";"1232.25";"547.33";"57.43";"226.54";"12.42";"773.87";"69.85";"102.43";"10.18";"82.15";"20.16";"7.27";"2.38";"39.45"
"Diego Carlos Santos Silva";"Diego Carlos";"2693";"1993-03-15";"Como 1907";"1948";"ITA - Serie A";"5";"2025/2026";"129";"LCB";"Central Defender";"95.09";"9";"0";"9376.22";"98.61";"1039.78";"415.44";"38.44";"147.11";"7.44";"562.56";"45.89";"29.49";"29.94";"105.11";"5.22";"80.22";"11.67";"2.78";"0.74";"0.81";"0.78";"1.45";"null";"18.56";"2.24";"3.29";"8874.61";"98.61";"984.15";"393.22";"36.39";"139.24";"7.05";"532.46";"43.43";"99.49";"4.94";"75.93";"11.04";"2.63";"0.74";"17.56"
"Dimitri Foulquier";"D. Foulquier";"2747";"1993-03-23";"Valencia CF";"257";"ESP - LaLiga";"4";"2025/2026";"129";"RB";"Full Back";"96.45";"12";"0";"9664.83";"100.21";"1114.67";"464.25";"50.58";"197.75";"11.08";"662.0";"61.67";"30.12";"31.84";"102.42";"7.08";"84.5";"18.08";"5.17";"0.57";"0.6";"2.33";"1.25";"1.32";"28.67";"2.04";"2.71";"9018.51";"100.21";"1040.12";"433.2";"47.2";"184.53";"10.34";"617.73";"57.54";"95.57";"6.61";"78.85";"16.87";"4.82";"2.18";"26.75"
"Djibril Sidibé";"D. Sidibé";"2795";"1992-07-29";"Toulouse FC";"74";"FRA - Ligue 1";"3";"2025/2026";"129";"RWB";"Full Back";"81.41";"9";"0";"8951.67";"109.96";"1316.22";"592.89";"55.22";"203.33";"11.33";"796.22";"66.56";"28.44";"29.12";"105.89";"9.0";"85.0";"19.67";"6.33";"0.75";"0.8";"2.11";"1.44";"1.62";"29.78";"2.01";"2.7";"9896.52";"109.96";"1455.15";"655.47";"61.05";"224.8";"12.53";"880.26";"73.58";"117.07";"9.95";"93.97";"21.74";"7.0";"2.33";"32.92"
"Domenico Berardi";"D. Berardi";"2809";"1994-08-01";"Sassuolo";"158";"ITA - Serie A";"5";"2025/2026";"129";"RF";"Wide Attacker";"88.03";"11";"0";"9338.45";"106.09";"1229.45";"591.27";"58.91";"223.73";"12.36";"815.0";"71.27";"29.29";"30.22";"100.55";"8.45";"80.73";"20.18";"5.55";"0.65";"0.69";"1.82";"1.25";"1.38";"44.27";"1.89";"2.76";"9547.9";"106.09";"1257.03";"604.53";"60.23";"228.75";"12.64";"833.28";"72.87";"102.8";"8.64";"82.54";"20.63";"5.67";"1.86";"45.27"
"Dominik Kohr";"D. Kohr";"2820";"1994-01-31";"1. FSV Mainz 05";"120";"GER - Bundesliga";"6";"2025/2026";"129";"LCB";"Central Defender";"92.65";"11";"0";"10046.55";"108.44";"1257.36";"381.82";"37.91";"156.09";"8.0";"537.91";"45.91";"30.13";"31.32";"95.82";"4.27";"78.45";"11.45";"2.82";"0.7";"0.72";"0.73";"1.52";"null";"19.73";"2.04";"3.15";"9759.67";"108.44";"1221.46";"370.92";"36.83";"151.63";"7.77";"522.55";"44.6";"93.08";"4.15";"76.21";"11.13";"2.74";"0.71";"19.16"
"Florian Lejeune";"F. Lejeune";"3504";"1991-05-20";"Rayo Vallecano";"284";"ESP - LaLiga";"4";"2025/2026";"129";"RCB";"Central Defender";"98.89";"20";"0";"10126.2";"102.4";"1273.4";"406.0";"38.35";"106.7";"6.8";"512.7";"45.15";"28.43";"29.76";"110.15";"5.15";"85.8";"11.75";"3.5";"0.63";"0.65";"1.05";"1.32";"1.51";"27.35";"2.07";"2.72";"9215.95";"102.4";"1158.93";"369.5";"34.9";"97.11";"6.19";"466.61";"41.09";"100.25";"4.69";"78.09";"10.69";"3.19";"0.96";"24.89"
"Florian Thauvin";"F. Thauvin";"3509";"1993-01-26";"RC Lens";"85";"FRA - Ligue 1";"3";"2025/2026";"129";"AM";"Midfield";"85.56";"12";"0";"10558.5";"123.4";"1703.83";"719.0";"66.5";"201.17";"11.58";"920.17";"78.08";"28.1";"28.84";"104.92";"4.83";"85.08";"15.83";"3.75";"0.65";"0.71";"0.83";"1.41";"1.45";"46.25";"2.07";"2.75";"11105.91";"123.4";"1792.17";"756.28";"69.95";"211.6";"12.18";"967.87";"82.13";"110.36";"5.08";"89.49";"16.65";"3.94";"0.88";"48.65"
"Francesco Acerbi";"F. Acerbi";"3532";"1988-02-10";"Inter Milan";"145";"ITA - Serie A";"5";"2025/2026";"129";"CB";"Central Defender";"92.75";"10";"0";"9879.2";"106.51";"1199.2";"406.4";"36.4";"105.7";"6.1";"512.1";"42.5";"27.89";"28.96";"105.1";"4.7";"82.5";"11.0";"2.8";"0.83";"0.84";"0.6";"1.57";"null";"26.1";"2.0";"2.94";"9586.29";"106.51";"1163.64";"394.35";"35.32";"102.57";"5.92";"496.92";"41.24";"101.98";"4.56";"80.05";"10.67";"2.72";"0.58";"25.33"
"Gautier Lloris";"G. Lloris";"3786";"1995-07-18";"Le Havre AC";"69";"FRA - Ligue 1";"3";"2025/2026";"129";"LCB";"Central Defender";"99.35";"15";"0";"10609.27";"106.78";"1395.67";"415.2";"36.53";"75.6";"4.93";"490.8";"41.47";"27.58";"29.34";"115.67";"4.53";"86.87";"12.27";"3.47";"0.73";"0.74";"0.73";"1.53";"1.62";"29.8";"1.9";"2.83";"9610.38";"106.78";"1264.26";"376.11";"33.09";"68.48";"4.47";"444.59";"37.56";"104.78";"4.11";"78.69";"11.11";"3.14";"0.66";"26.99"
"Gerard Moreno Balaguero ";"Gerard Moreno";"3851";"1992-04-07";"Villarreal CF";"260";"ESP - LaLiga";"4";"2025/2026";"129";"CF";"Center Forward";"70.46";"9";"0";"8346.44";"118.45";"1182.44";"361.22";"31.33";"48.33";"3.33";"409.56";"34.67";"25.99";"27.04";"78.78";"3.89";"63.33";"7.22";"2.78";"0.73";"0.73";"0.0";"null";"null";"34.78";"1.98";"2.77";"10660.64";"118.45";"1510.3";"461.38";"40.02";"61.73";"4.26";"523.11";"44.28";"100.62";"4.97";"80.89";"9.22";"3.55";"0.0";"44.42"
"Giuseppe Pezzella";"G. Pezzella";"3972";"1997-11-29";"US Cremonese";"771";"ITA - Serie A";"5";"2025/2026";"129";"LWB";"Full Back";"95.31";"16";"0";"10482.25";"109.98";"1512.19";"699.31";"66.69";"278.5";"14.38";"977.81";"81.06";"29.62";"31.0";"119.56";"10.12";"101.31";"20.88";"8.38";"0.59";"0.64";"3.12";"1.17";"1.22";"40.12";"1.99";"2.62";"9897.78";"109.98";"1427.87";"660.32";"62.97";"262.97";"13.57";"923.29";"76.54";"112.9";"9.56";"95.66";"19.71";"7.91";"2.95";"37.89"
"Gonçalo Manuel Ganchinho Guedes";"Gonçalo Guedes";"4000";"1996-11-29";"Real Sociedad";"282";"ESP - LaLiga";"4";"2025/2026";"129";"RW";"Wide Attacker";"69.76";"8";"0";"7582.25";"108.69";"1110.88";"569.62";"54.12";"247.75";"11.0";"817.38";"65.12";"29.94";"30.66";"82.38";"7.0";"67.88";"17.12";"5.38";"0.63";"0.71";"2.38";"1.23";"null";"44.25";"1.9";"2.83";"9782.09";"108.69";"1433.17";"734.89";"69.83";"319.63";"14.19";"1054.52";"84.02";"106.27";"9.03";"87.57";"22.09";"6.93";"3.06";"57.09"
"Granit Xhaka";"G. Xhaka";"4047";"1992-09-27";"Sunderland";"35";"ENG - Premier League";"1";"2025/2026";"129";"RDM";"Midfield";"100.87";"10";"0";"11673.5";"115.73";"2049.8";"549.8";"46.8";"115.0";"5.6";"664.8";"52.4";"27.57";"28.8";"128.8";"5.1";"107.3";"17.2";"3.9";"0.73";"0.87";"0.8";"1.59";"null";"35.0";"2.09";"2.97";"10415.36";"115.73";"1828.88";"490.54";"41.76";"102.61";"5.0";"593.15";"46.75";"114.92";"4.55";"95.74";"15.35";"3.48";"0.71";"31.23"
"Granit Xhaka";"G. Xhaka";"4047";"1992-09-27";"Sunderland";"35";"ENG - Premier League";"1";"2025/2026";"129";"RM";"Midfield";"97.54";"9";"0";"11482.89";"117.73";"2012.89";"581.33";"50.44";"153.0";"7.67";"734.33";"58.11";"28.21";"29.2";"136.67";"4.11";"114.78";"17.22";"2.89";"0.71";"0.71";"0.44";"1.74";"null";"38.33";"1.97";"2.84";"10595.36";"117.73";"1857.31";"536.4";"46.55";"141.17";"7.07";"677.58";"53.62";"126.1";"3.79";"105.91";"15.89";"2.67";"0.41";"35.37"
"Grant Hanley";"G. Hanley";"4049";"1991-11-20";"Hibernian";"245";"SCO - Premiership";"18";"2025/2026";"129";"CB";"Central Defender";"96.34";"16";"0";"9718.56";"100.87";"1100.75";"341.25";"32.44";"93.25";"5.31";"434.5";"37.75";"27.84";"29.06";"103.5";"5.06";"81.12";"10.31";"2.5";"0.75";"1.0";"0.62";"1.64";"null";"19.44";"2.12";"2.78";"9078.74";"100.87";"1028.28";"318.78";"30.3";"87.11";"4.96";"405.89";"35.26";"96.69";"4.73";"75.78";"9.63";"2.34";"0.58";"18.16"
"Greg Docherty";"G. Docherty";"4054";"1996-09-10";"Charlton Athletic";"877";"ENG - Championship";"31";"2025/2026";"129";"LM";"Midfield";"93.3";"10";"0";"10985.2";"117.74";"1827.4";"703.7";"61.1";"192.4";"9.3";"896.1";"70.4";"28.82";"29.84";"105.2";"3.2";"88.0";"12.5";"2.0";"0.68";"0.76";"0.9";"1.28";"1.38";"35.3";"1.85";"2.69";"10596.47";"117.74";"1762.73";"678.8";"58.94";"185.59";"8.97";"864.39";"67.91";"101.48";"3.09";"84.89";"12.06";"1.93";"0.87";"34.05"
"Hakan Çalhanoğlu";"H. Çalhanoğlu";"4175";"1994-02-08";"Inter Milan";"145";"ITA - Serie A";"5";"2025/2026";"129";"DM";"Midfield";"83.11";"16";"0";"10470.44";"125.99";"1982.94";"559.44";"47.06";"126.88";"7.0";"686.31";"54.06";"27.52";"29.1";"102.44";"3.19";"88.25";"10.88";"2.12";"0.72";"0.82";"0.56";"1.47";"1.83";"37.12";"1.96";"2.94";"11339.11";"125.99";"2147.45";"605.85";"50.97";"137.4";"7.58";"743.25";"58.55";"110.94";"3.45";"95.57";"11.78";"2.3";"0.61";"40.21"
"Haris Tabaković";"H. Tabaković";"4211";"1994-06-20";"Borussia Mönchengladbach";"114";"GER - Bundesliga";"6";"2025/2026";"129";"CF";"Center Forward";"84.77";"18";"0";"9815.44";"115.79";"1370.56";"633.22";"59.5";"220.56";"11.83";"853.78";"71.33";"30.28";"31.86";"107.06";"7.06";"94.33";"12.39";"5.5";"0.67";"0.73";"1.78";"1.35";"1.35";"39.44";"1.89";"2.88";"10421.2";"115.79";"1455.14";"672.3";"63.17";"234.17";"12.56";"906.47";"75.74";"113.66";"7.49";"100.16";"13.15";"5.84";"1.89";"41.88"
"Harry Kane";"H. Kane";"4219";"1993-07-28";"FC Bayern Munchen";"100";"GER - Bundesliga";"6";"2025/2026";"129";"CF";"Center Forward";"92.72";"16";"0";"10877.19";"117.31";"1466.81";"480.88";"38.25";"101.12";"5.0";"582.0";"43.25";"27.33";"28.9";"83.31";"3.0";"72.0";"6.75";"2.0";"0.73";"0.76";"0.44";"1.72";"null";"26.44";"2.04";"2.9";"10557.65";"117.31";"1423.72";"466.75";"37.13";"98.15";"4.85";"564.9";"41.98";"80.87";"2.91";"69.88";"6.55";"1.94";"0.42";"25.66"
"Héctor Bellerín Moruno";"Héctor Bellerín";"4234";"1995-03-19";"Real Betis Balompié";"269";"ESP - LaLiga";"4";"2025/2026";"129";"RB";"Full Back";"95.18";"11";"0";"10459.18";"109.89";"1412.55";"660.64";"59.82";"198.91";"12.09";"859.55";"71.91";"29.23";"30.22";"124.91";"6.91";"101.0";"19.09";"4.91";"0.6";"0.64";"1.09";"1.3";"1.37";"36.91";"1.99";"2.66";"9889.77";"109.89";"1335.64";"624.67";"56.56";"188.08";"11.43";"812.75";"67.99";"118.11";"6.53";"95.5";"18.05";"4.64";"1.03";"34.9"
"Henrikh Hamlet Mkhitaryan";"H. Hamlet Mkhitaryan";"4287";"1989-01-21";"Inter Milan";"145";"ITA - Serie A";"5";"2025/2026";"129";"LM";"Midfield";"87.02";"10";"0";"10991.6";"126.31";"1909.4";"752.3";"67.6";"255.4";"13.7";"1007.7";"81.3";"28.99";"30.04";"118.8";"4.5";"98.8";"12.7";"3.7";"0.67";"0.69";"1.4";"1.32";"1.32";"46.0";"1.94";"2.76";"11368.01";"126.31";"1974.79";"778.06";"69.91";"264.15";"14.17";"1042.21";"84.08";"122.87";"4.65";"102.18";"13.13";"3.83";"1.45";"47.58"
"Jack Grealish";"J. Grealish";"4585";"1995-09-10";"Everton";"41";"ENG - Premier League";"1";"2025/2026";"129";"LW";"Wide Attacker";"95.87";"18";"0";"9675.17";"100.92";"1305.72";"488.0";"49.17";"131.56";"7.78";"619.56";"56.94";"28.39";"29.98";"104.5";"7.83";"85.11";"16.44";"5.56";"0.64";"0.69";"1.22";"1.21";"1.41";"35.28";"1.93";"2.69";"9083.0";"100.92";"1225.81";"458.13";"46.16";"123.5";"7.3";"581.64";"53.46";"98.1";"7.35";"79.9";"15.44";"5.22";"1.15";"33.12"
"Jakub Piotrowski";"J. Piotrowski";"4638";"1997-10-04";"Udinese";"148";"ITA - Serie A";"5";"2025/2026";"129";"RM";"Midfield";"83.59";"10";"0";"10308.6";"123.33";"1898.9";"797.7";"66.4";"200.3";"11.4";"998.0";"77.8";"28.53";"29.44";"113.1";"4.3";"92.2";"14.5";"3.4";"0.65";"0.7";"1.3";"1.18";"1.64";"53.7";"1.77";"2.7";"11099.55";"123.33";"2044.6";"858.9";"71.49";"215.67";"12.27";"1074.57";"83.77";"121.78";"4.63";"99.27";"15.61";"3.66";"1.4";"57.82"
"James Collins";"J. Collins";"4658";"1990-12-01";"Lincoln City FC";"1721";"ENG - League One";"101";"2025/2026";"129";"CF";"Center Forward";"74.98";"12";"0";"8390.83";"111.91";"1242.0";"562.75";"52.75";"143.17";"9.58";"705.92";"62.33";"28.18";"29.02";"93.75";"8.0";"71.17";"14.17";"5.5";"0.7";"0.73";"1.08";"1.57";"null";"36.83";"1.88";"2.77";"10071.98";"111.91";"1490.84";"675.5";"63.32";"171.85";"11.5";"847.35";"74.82";"112.53";"9.6";"85.43";"17.01";"6.6";"1.3";"44.21"
"James McClean";"J. McClean";"4670";"1989-04-22";"Wrexham FC";"3139";"ENG - Championship";"31";"2025/2026";"129";"LWB";"Full Back";"89.94";"9";"0";"10544.78";"117.24";"1729.0";"798.44";"64.67";"223.33";"12.11";"1021.78";"76.78";"28.5";"29.26";"118.11";"6.78";"96.56";"18.89";"4.0";"0.73";"0.77";"0.56";"1.95";"1.95";"37.0";"1.98";"2.76";"10551.51";"117.24";"1730.1";"798.95";"64.71";"223.48";"12.12";"1022.43";"76.83";"118.19";"6.78";"96.62";"18.9";"4.0";"0.56";"37.02"
"Jamie Vardy";"J. Vardy";"4700";"1987-01-11";"US Cremonese";"771";"ITA - Serie A";"5";"2025/2026";"129";"CF";"Center Forward";"93.49";"18";"0";"9875.61";"105.64";"1225.22";"541.28";"55.56";"225.44";"11.89";"766.72";"67.44";"30.02";"31.68";"104.78";"7.17";"85.67";"15.0";"5.28";"0.63";"0.63";"1.83";"1.28";"1.32";"35.22";"1.79";"2.93";"9507.16";"105.64";"1179.51";"521.08";"53.48";"217.03";"11.45";"738.12";"64.93";"100.87";"6.9";"82.47";"14.44";"5.08";"1.76";"33.91"
"Jannik Vestergaard";"J. Vestergaard";"4740";"1992-08-03";"Leicester City";"62";"ENG - Championship";"31";"2025/2026";"129";"LCB";"Central Defender";"97.92";"22";"0";"9089.59";"92.82";"1003.14";"275.09";"24.59";"62.27";"3.18";"337.36";"27.77";"27.19";"28.88";"97.68";"4.23";"77.91";"9.73";"1.32";"0.76";"1.14";"0.27";"null";"null";"14.41";"2.16";"3.04";"8353.98";"92.82";"921.95";"252.83";"22.6";"57.23";"2.92";"310.06";"25.53";"89.78";"3.89";"71.6";"8.94";"1.21";"0.25";"13.24"
"Jean-Luc Mamadou Diarra Dompé ";"J. Dompé";"4861";"1995-08-12";"Hamburger SV";"101";"GER - Bundesliga";"6";"2025/2026";"129";"LF";"Wide Attacker";"93.48";"8";"0";"9072.88";"97.06";"1146.75";"457.5";"46.25";"162.25";"8.75";"619.75";"55.0";"29.8";"30.82";"100.38";"9.25";"82.75";"18.0";"6.25";"0.61";"0.71";"2.12";"1.23";"1.53";"34.62";"2.19";"3.04";"8735.0";"97.06";"1104.04";"440.46";"44.53";"156.21";"8.42";"596.67";"52.95";"96.64";"8.91";"79.67";"17.33";"6.02";"2.05";"33.34"
"Jean-Philippe Gbamin";"J. Gbamin";"4865";"1995-09-25";"FC Metz";"97";"FRA - Ligue 1";"3";"2025/2026";"129";"RCB";"Central Defender";"101.03";"10";"0";"10220.8";"101.17";"1277.1";"417.1";"42.4";"150.7";"7.5";"567.8";"49.9";"28.69";"29.68";"119.3";"5.4";"91.6";"12.5";"3.8";"0.71";"0.79";"1.1";"1.43";"1.53";"27.5";"1.96";"2.81";"9105.09";"101.17";"1137.69";"371.57";"37.77";"134.25";"6.68";"505.82";"44.45";"106.28";"4.81";"81.6";"11.14";"3.39";"0.98";"24.5"
"Jeremy Loteteka Bokila";"J. Bokila";"4925";"1988-11-14";"Livingston FC";"1477";"SCO - Premiership";"18";"2025/2026";"129";"CF";"Center Forward";"72.87";"8";"0";"7653.38";"105.03";"1005.88";"513.75";"54.25";"195.25";"12.5";"709.0";"66.75";"29.61";"30.48";"83.75";"9.0";"66.38";"19.88";"6.0";"0.75";"0.75";"1.12";"1.95";"null";"26.5";"2.01";"2.84";"9452.39";"105.03";"1242.32";"634.51";"67.0";"241.15";"15.44";"875.66";"82.44";"103.44";"11.12";"81.98";"24.55";"7.41";"1.39";"32.73"
"Jeremy Toljan";"J. Toljan";"4943";"1994-08-08";"Levante UD";"281";"ESP - LaLiga";"4";"2025/2026";"129";"RB";"Full Back";"94.34";"19";"0";"10083.42";"106.88";"1295.32";"568.63";"56.11";"232.37";"11.68";"801.0";"67.79";"30.53";"32.14";"121.0";"7.37";"95.11";"22.95";"5.68";"0.64";"0.67";"2.26";"1.22";"1.23";"35.63";"1.93";"2.51";"9619.06";"106.88";"1235.66";"542.45";"53.52";"221.67";"11.15";"764.11";"64.67";"115.43";"7.03";"90.73";"21.89";"5.42";"2.16";"33.99"
"Joachim Christian Andersen";"J. Andersen";"5038";"1996-05-31";"Fulham";"48";"ENG - Premier League";"1";"2025/2026";"129";"RCB";"Central Defender";"100.28";"20";"0";"10503.85";"104.75";"1462.3";"423.1";"37.45";"87.75";"5.0";"510.85";"42.45";"27.35";"28.92";"119.45";"5.55";"88.55";"13.7";"2.55";"0.72";"0.81";"0.25";"2.0";"null";"23.1";"2.01";"2.81";"9427.54";"104.75";"1312.46";"379.75";"33.61";"78.76";"4.49";"458.5";"38.1";"107.21";"4.98";"79.48";"12.3";"2.29";"0.22";"20.73"
"Johan Andrés Mojica Palacio";"J. Mojica";"5158";"1992-08-21";"RCD Mallorca";"258";"ESP - LaLiga";"4";"2025/2026";"129";"LB";"Full Back";"98.33";"16";"0";"9931.0";"101.0";"1208.06";"530.44";"57.75";"221.69";"12.25";"752.12";"70.0";"30.31";"31.8";"115.81";"8.25";"98.31";"20.56";"6.38";"0.61";"0.62";"2.06";"1.21";"1.37";"36.56";"2.03";"2.69";"9090.16";"101.0";"1105.78";"485.53";"52.86";"202.92";"11.21";"688.44";"64.07";"106.01";"7.55";"89.99";"18.82";"5.84";"1.89";"33.47"
"John McGinn";"J. McGinn";"5180";"1994-10-18";"Aston Villa";"39";"ENG - Premier League";"1";"2025/2026";"129";"RW";"Wide Attacker";"82.53";"13";"0";"8752.31";"106.05";"1253.92";"441.54";"40.23";"133.85";"7.08";"575.38";"47.31";"28.71";"30.04";"98.0";"4.85";"81.54";"15.92";"3.85";"0.72";"0.82";"0.92";"1.32";"1.41";"26.0";"1.98";"2.71";"9544.41";"106.05";"1367.41";"481.5";"43.87";"145.96";"7.72";"627.46";"51.59";"106.87";"5.28";"88.92";"17.36";"4.19";"1.01";"28.35"
"John Souttar";"J. Souttar";"5190";"1996-09-25";"Rangers";"241";"SCO - Premiership";"18";"2025/2026";"129";"RCB";"Central Defender";"94.71";"9";"0";"9487.78";"100.17";"1055.11";"348.22";"36.0";"145.0";"7.44";"493.22";"43.44";"29.12";"30.02";"100.33";"4.89";"78.0";"11.0";"3.67";"0.72";"0.87";"0.89";"1.79";"null";"14.33";"2.1";"null";"9015.66";"100.17";"1002.61";"330.89";"34.21";"137.78";"7.07";"468.68";"41.28";"95.34";"4.65";"74.12";"10.45";"3.48";"0.84";"13.62"
"Jordan Ayew";"J. Ayew";"5304";"1991-09-11";"Leicester City";"62";"ENG - Championship";"31";"2025/2026";"129";"CF";"Center Forward";"86.48";"19";"0";"9759.74";"112.86";"1431.95";"647.21";"63.74";"209.26";"12.84";"856.47";"76.58";"28.72";"30.26";"103.74";"7.74";"81.32";"21.0";"4.79";"0.65";"0.7";"1.53";"1.3";"1.33";"43.63";"1.84";"2.72";"10157.42";"112.86";"1490.3";"673.58";"66.33";"217.79";"13.37";"891.37";"79.7";"107.96";"8.05";"84.63";"21.86";"4.98";"1.59";"45.41"
"Jordan Henderson";"J. Henderson";"5308";"1990-06-17";"Brentford FC";"754";"ENG - Premier League";"1";"2025/2026";"129";"RDM";"Midfield";"86.99";"10";"0";"10274.4";"118.11";"1906.6";"601.5";"51.7";"146.5";"7.7";"748.0";"59.4";"27.82";"28.88";"103.3";"4.3";"87.8";"12.2";"3.1";"0.63";"0.82";"0.6";"1.65";"1.71";"34.6";"1.98";"2.61";"10630.32";"118.11";"1972.65";"622.34";"53.49";"151.57";"7.97";"773.91";"61.46";"106.88";"4.45";"90.84";"12.62";"3.21";"0.62";"35.8"
"Jordan Roberts";"J. Roberts";"5319";"1994-01-05";"Stevenage FC";"2817";"ENG - League One";"101";"2025/2026";"129";"RW";"Wide Attacker";"84.71";"13";"0";"9129.15";"107.77";"1294.08";"580.62";"58.92";"181.62";"12.23";"762.23";"71.15";"29.82";"31.86";"101.85";"8.77";"78.23";"16.15";"6.92";"0.58";"0.74";"1.46";"1.21";"null";"43.54";"1.92";"2.75";"9699.37";"107.77";"1374.91";"616.88";"62.6";"192.96";"12.99";"809.84";"75.6";"108.21";"9.32";"83.12";"17.16";"7.36";"1.55";"46.26"
